State,Year,Table,Measure,Characteristic Label,Format,Value
Idaho,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,1679
Illinois,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,75179
Illinois,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Intentionally False,Number,321
Illinois,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,No Alleged Maltreatment,Number,43611
Illinois,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,32877
Indiana,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,157627
Indiana,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,28370
Iowa,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,13276
Iowa,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,14965
Iowa,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unknown,Number,13
Iowa,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,8702
Kansas,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,32486
Kansas,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,34
Kansas,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,2096
Kentucky,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,15071
Kentucky,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,54496
Kentucky,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,1718
Kentucky,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Other,Number,41
Kentucky,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unknown,Number,1
Kentucky,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,20934
Louisiana,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,237
Louisiana,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,26515
Louisiana,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,1451
Louisiana,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,13338
Maine,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,11110
Maine,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,No Alleged Maltreatment,Number,221
Maine,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,3571
Maryland,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,18943
Maryland,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,8045
Maryland,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,3811
Maryland,2015,Children by Disposition,Victims (duplicate count) by disposition,Indicated,Number,3550
Massachusetts,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,14547
Massachusetts,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,23150
Massachusetts,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,No Alleged Maltreatment,Number,18761
Massachusetts,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,35166
Michigan,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,116013
Michigan,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Intentionally False,Number,166
Michigan,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,8422
Michigan,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,No Alleged Maltreatment,Number,25906
Michigan,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unknown,Number,20
Michigan,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,18600
Michigan,2015,Children by Disposition,Victims (duplicate count) by disposition,Indicated,Number,18227
Minnesota,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,22218
Minnesota,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,5647
Minnesota,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,1693
Minnesota,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,5365
Mississippi,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,31917
Mississippi,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,484
Mississippi,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,9368
Missouri,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,53899
Missouri,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,34054
Missouri,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,2603
Missouri,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unknown,Number,309
Missouri,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,5909
Montana,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,12562
Montana,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,1081
Montana,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,No Alleged Maltreatment,Number,2
Montana,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Other,Number,143
Montana,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,1681
Montana,2015,Children by Disposition,Victims (duplicate count) by disposition,Indicated,Number,271
Nebraska,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,383
Nebraska,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,16329
Nebraska,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,482
Nebraska,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,No Alleged Maltreatment,Number,7971
Nebraska,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,3706
Nevada,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,2106
Nevada,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,18922
Nevada,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,No Alleged Maltreatment,Number,8002
Nevada,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,5248
New Hampshire,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,12094
New Hampshire,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,708
New Hampshire,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unknown,Number,1
New Hampshire,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,763
New Jersey,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,80275
New Jersey,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,10282
New Mexico,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,25482
New Mexico,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,9990
New York,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,16702
New York,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,160913
New York,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,No Alleged Maltreatment,Number,2571
New York,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,76635
North Carolina,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,111359
North Carolina,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,25488
North Carolina,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,8139
North Dakota,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,5276
North Dakota,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,1829
Ohio,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,52417
Ohio,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,41238
Ohio,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,3911
Ohio,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,17670
Ohio,2015,Children by Disposition,Victims (duplicate count) by disposition,Indicated,Number,7426
Oklahoma,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,2462
Oklahoma,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,45372
Oklahoma,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,4105
Oklahoma,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,15340
Oregon,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,2467
Oregon,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,24758
Oregon,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,3081
Oregon,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Other,Number,4631
Oregon,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unknown,Number,6
Oregon,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,11090
Pennsylvania,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,32289
Pennsylvania,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Other,Number,8
Pennsylvania,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unknown,Number,29
Pennsylvania,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,3897
Puerto Rico,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,15625
Puerto Rico,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Intentionally False,Number,177
Puerto Rico,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,6284
Puerto Rico,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,7557
Rhode Island,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,6590
Rhode Island,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,89
Rhode Island,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,3466
South Carolina,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,11728
South Carolina,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,19127
South Carolina,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,No Alleged Maltreatment,Number,12612
South Carolina,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unknown,Number,157
South Carolina,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,15457
South Dakota,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,3387
South Dakota,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,267
South Dakota,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,1105
Tennessee,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,57516
Tennessee,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unsubstantiated,Number,41187
Tennessee,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Closed With No Finding,Number,8160
Tennessee,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Other,Number,3
Tennessee,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Unknown,Number,107
Tennessee,2015,Children by Disposition,Victims (duplicate count) by disposition,Substantiated,Number,11117
Tennessee,2015,Children by Disposition,Victims (duplicate count) by disposition,Indicated,Number,700
Texas,2015,Children by Disposition,Nonvictims (duplicate count) by disposition,Alternative Response,Number,4141
